iter	Passed	Remaining
1660	67088	79367
1661	67127	79324
1662	67168	79285
1663	67204	79239
1664	67236	79189
1665	67279	79151
1666	67312	79103
1667	67344	79053
1668	67389	79018
1669	67432	78981
1670	67469	78936
1671	67518	78905
1672	67552	78857
1673	67585	78809
1674	67620	78763
1675	67657	78718
1676	67688	78666
1677	67724	78621
1678	67759	78575
1679	67793	78526
1680	67842	78496
1681	67870	78442
1682	67907	78398
1683	67941	78351
1684	67983	78312
1685	68013	78259
1686	68057	78223
1687	68088	78172
1688	68120	78122
1689	68160	78081
1690	68196	78036
1691	68231	77990
1692	68267	77944
1693	68300	77896
1694	68330	77844
1695	68363	77795
1696	68399	77750
1697	68443	77714
1698	68480	77669
1699	68512	77620
1700	68546	77572
1701	68573	77518
1702	68606	77469
1703	68639	77421
1704	68680	77381
1705	68721	77342
1706	68758	77298
1707	68790	77248
1708	68831	77209
1709	68866	77163
1710	68903	77119
1711	68937	77071
1712	68972	77025
1713	69016	76989
1714	69054	76946
1715	69093	76904
1716	69129	76859
1717	69163	76813
1718	69200	76768
1719	69235	76722
1720	69266	76671
1721	69308	76634
1722	69343	76587
1723	69373	76536
1724	69405	76486
1725	69436	76436
1726	69469	76387
1727	69504	76342
1728	69560	76319
1729	69599	76277
1730	69644	76242
1731	69684	76201
1732	69715	76152
1733	69758	76114
1734	69795	76071
1735	69832	76027
1736	69870	75984
1737	69915	75949
1738	69955	75909
1739	70003	75877
1740	70041	75834
1741	70087	75801
1742	70127	75760
1743	70167	75719
1744	70199	75670
1745	70241	75632
1746	70283	75593
1747	70314	75543
1748	70355	75504
1749	70396	75464
1750	70449	75438
1751	70500	75409
1752	70556	75386
1753	70601	75351
1754	70643	75312
1755	70690	75279
1756	70734	75243
1757	70769	75197
1758	70810	75158
1759	70848	75115
1760	70879	75065
1761	70936	75043
1762	70984	75010
1763	71023	74969
1764	71065	74931
1765	71097	74881
1766	71135	74839
1767	71170	74793
1768	71211	74754
1769	71245	74707
1770	71292	74673
1771	71331	74632
1772	71368	74589
1773	71405	74544
1774	71457	74517
1775	71498	74477
1776	71535	74434
1777	71574	74392
1778	71608	74345
1779	71641	74297
1780	71671	74246
1781	71706	74200
1782	71749	74163
1783	71795	74129
1784	71841	74095
1785	71878	74052
1786	71921	74013
1787	71950	73962
1788	71992	73924
1789	72017	73868
1790	72060	73830
1791	72093	73782
1792	72145	73755
1793	72183	73712
1794	72227	73675
1795	72264	73632
1796	72315	73603
1797	72344	73551
1798	72380	73506
1799	72419	73465
1800	72464	73429
1801	72505	73391
1802	72538	73343
1803	72564	73289
1804	72602	73246
1805	72638	73202
1806	72674	73157
1807	72711	73114
1808	72746	73067
1809	72788	73029
1810	72830	72991
1811	72869	72949
1812	72899	72899
1813	72934	72854
1814	72967	72807
1815	73006	72764
1816	73039	72718
1817	73080	72678
1818	73122	72640
1819	73153	72590
1820	73188	72545
1821	73233	72510
1822	73259	72456
1823	73297	72413
1824	73331	72367
1825	73366	72321
1826	73406	72281
1827	73432	72227
1828	73476	72190
1829	73522	72156
1830	73562	72115
1831	73607	72080
1832	73646	72039
1833	73688	72001
1834	73740	71972
1835	73781	71932
1836	73831	71901
1837	73881	71871
1838	73939	71848
1839	73988	71816
1840	74023	71771
1841	74066	71734
1842	74125	71712
1843	74166	71672
1844	74209	71635
1845	74250	71596
1846	74309	71573
1847	74340	71524
1848	74385	71489
1849	74424	71447
1850	74471	71413
1851	74509	71371
1852	74553	71334
1853	74598	71298
1854	74654	71273
1855	74696	71235
1856	74754	71211
1857	74790	71167
1858	74848	71144
1859	74884	71099
1860	74931	71066
1861	74961	71016
1862	74999	70973
1863	75063	70955
1864	75094	70907
1865	75131	70863
1866	75169	70820
1867	75214	70785
1868	75245	70736
1869	75277	70687
1870	75316	70647
1871	75360	70609
1872	75387	70557
1873	75435	70524
1874	75473	70482
1875	75516	70444
1876	75544	70393
1877	75590	70357
1878	75627	70314
1879	75662	70269
1880	75707	70233
1881	75759	70204
1882	75803	70167
1883	75845	70129
1884	75891	70093
1885	75926	70048
1886	75986	70026
1887	76021	69982
1888	76061	69941
1889	76096	69896
1890	76125	69845
1891	76169	69808
1892	76208	69766
1893	76243	69722
1894	76286	69684
1895	76340	69656
1896	76396	69631
1897	76429	69584
1898	76472	69545
1899	76513	69506
1900	76554	69466
1901	76600	69431
1902	76655	69404
1903	76714	69381
1904	76767	69352
1905	76812	69316
1906	76854	69278
1907	76907	69249
1908	76970	69229
1909	77027	69204
1910	77067	69163
1911	77099	69115
1912	77140	69075
1913	77201	69053
1914	77241	69013
1915	77280	68971
1916	77307	68919
1917	77340	68872
1918	77379	68831
1919	77418	68789
1920	77455	68746
1921	77493	68704
1922	77531	68661
1923	77562	68613
1924	77597	68568
1925	77627	68518
1926	77654	68466
1927	77688	68420
1928	77731	68382
1929	77774	68344
1930	77810	68301
1931	77849	68259
1932	77903	68231
1933	77937	68185
1934	77994	68159
1935	78027	68113
1936	78074	68078
1937	78126	68047
1938	78154	67997
1939	78186	67949
1940	78227	67910
1941	78273	67875
1942	78303	67825
1943	78339	67781
1944	78375	67737
1945	78412	67694
1946	78453	67654
1947	78503	67622
1948	78538	67577
1949	78571	67531
1950	78621	67499
1951	78664	67461
1952	78701	67417
1953	78738	67375
1954	78785	67340
1955	78814	67290
1956	78849	67245
1957	78890	67206
1958	78926	67162
1959	78963	67119
1960	79003	67078
1961	79045	67039
1962	79082	66996
1963	79125	66958
1964	79156	66910
1965	79192	66866
1966	79235	66828
1967	79272	66785
1968	79314	66746
1969	79345	66698
1970	79379	66652
1971	79427	66619
1972	79467	66578
1973	79494	66527
1974	79521	66476
1975	79565	66438
1976	79596	66390
1977	79621	66337
1978	79671	66305
1979	79707	66261
1980	79751	66224
1981	79794	66186
1982	79833	66145
1983	79862	66096
1984	79900	66054
1985	79939	66012
1986	79972	65966
1987	80013	65926
1988	80046	65880
1989	80078	65833
1990	80118	65792
1991	80153	65748
1992	80186	65702
1993	80224	65660
1994	80256	65613
1995	80305	65580
1996	80335	65531
1997	80369	65486
1998	80408	65445
1999	80443	65400
2000	80480	65357
2001	80512	65310
2002	80548	65267
2003	80586	65225
2004	80626	65185
2005	80672	65149
2006	80710	65107
2007	80760	65074
2008	80801	65035
2009	80843	64996
2010	80890	64962
2011	80929	64920
2012	80961	64873
2013	81009	64839
2014	81044	64795
2015	81087	64757
2016	81127	64716
2017	81167	64676
2018	81206	64635
2019	81233	64584
2020	81276	64546
2021	81310	64501
2022	81354	64463
2023	81397	64426
2024	81428	64378
2025	81465	64335
2026	81510	64299
2027	81557	64264
2028	81589	64218
2029	81624	64173
2030	81663	64132
2031	81706	64094
2032	81737	64047
2033	81772	64002
2034	81801	63953
2035	81838	63910
2036	81874	63868
2037	81917	63829
2038	81950	63784
2039	81983	63737
2040	82012	63689
2041	82052	63649
2042	82086	63604
2043	82120	63558
2044	82158	63517
2045	82190	63470
2046	82232	63432
2047	82263	63384
2048	82303	63344
2049	82342	63303
2050	82381	63261
2051	82414	63216
2052	82458	63179
2053	82499	63139
2054	82541	63100
2055	82574	63055
2056	82616	63016
2057	82652	62973
2058	82685	62927
2059	82721	62884
2060	82765	62846
2061	82797	62800
2062	82838	62761
2063	82872	62716
2064	82915	62678
2065	82951	62635
2066	82994	62597
2067	83030	62553
2068	83070	62513
2069	83109	62472
2070	83148	62431
2071	83184	62388
2072	83215	62341
2073	83249	62296
2074	83281	62250
2075	83328	62215
2076	83367	62174
2077	83402	62130
2078	83435	62084
2079	83475	62044
2080	83507	61998
2081	83546	61957
2082	83597	61925
2083	83637	61885
2084	83671	61840
2085	83704	61795
2086	83747	61757
2087	83778	61710
2088	83822	61673
2089	83855	61627
2090	83896	61588
2091	83930	61543
2092	83972	61504
2093	84007	61461
2094	84046	61420
2095	84087	61380
2096	84123	61337
2097	84161	61295
2098	84205	61258
2099	84249	61221
2100	84285	61178
2101	84322	61136
2102	84361	61095
2103	84403	61056
2104	84440	61013
2105	84481	60973
2106	84537	60945
2107	84568	60898
2108	84601	60853
2109	84633	60807
2110	84674	60768
2111	84706	60722
2112	84751	60685
2113	84798	60650
2114	84835	60608
2115	84881	60572
2116	84914	60527
2117	84956	60488
2118	84984	60439
2119	85019	60396
2120	85057	60354
2121	85100	60316
2122	85135	60272
2123	85181	60236
2124	85222	60197
2125	85268	60161
2126	85302	60116
2127	85342	60076
2128	85374	60031
2129	85415	59991
2130	85445	59944
2131	85482	59902
2132	85527	59864
2133	85570	59826
2134	85601	59780
2135	85635	59736
2136	85664	59688
2137	85704	59648
2138	85737	59603
2139	85773	59560
2140	85798	59510
2141	85844	59473
2142	85888	59436
2143	85935	59401
2144	85968	59356
2145	86007	59315
2146	86054	59280
2147	86096	59241
2148	86140	59204
2149	86178	59162
2150	86221	59124
2151	86263	59085
2152	86307	59048
2153	86343	59005
2154	86391	58971
2155	86430	58930
2156	86462	58884
2157	86502	58844
2158	86536	58800
2159	86571	58756
2160	86613	58717
2161	86652	58677
2162	86684	58631
2163	86725	58592
2164	86765	58551
2165	86806	58512
2166	86845	58471
2167	86883	58429
2168	86923	58389
2169	86955	58344
2170	86998	58305
2171	87034	58263
2172	87077	58225
2173	87118	58185
2174	87177	58158
2175	87221	58121
2176	87262	58081
2177	87303	58041
2178	87337	57997
2179	87379	57959
2180	87421	57920
2181	87468	57884
2182	87500	57839
2183	87546	57802
2184	87577	57757
2185	87620	57718
2186	87658	57677
2187	87703	57640
2188	87741	57598
2189	87776	57555
2190	87819	57517
2191	87859	57477
2192	87893	57433
2193	87935	57394
2194	87982	57359
2195	88019	57316
2196	88053	57272
2197	88094	57233
2198	88132	57192
2199	88178	57155
2200	88216	57114
2201	88252	57071
2202	88297	57034
2203	88337	56994
2204	88368	56948
2205	88405	56906
2206	88443	56865
2207	88478	56821
2208	88516	56780
2209	88545	56733
2210	88586	56693
2211	88622	56650
2212	88662	56611
2213	88690	56563
2214	88726	56520
2215	88768	56481
2216	88814	56445
2217	88846	56400
2218	88889	56362
2219	88925	56319
2220	88968	56281
2221	89001	56236
2222	89037	56193
2223	89074	56151
2224	89116	56113
2225	89162	56076
2226	89200	56035
2227	89241	55996
2228	89302	55969
2229	89351	55934
2230	89414	55909
2231	89454	55868
2232	89496	55830
2233	89535	55789
2234	89578	55750
2235	89628	55717
2236	89674	55680
2237	89706	55635
2238	89738	55590
2239	89773	55547
2240	89822	55512
2241	89858	55470
2242	89895	55428
2243	89945	55394
2244	89981	55351
2245	90018	55309
2246	90059	55270
2247	90099	55230
2248	90148	55195
2249	90184	55153
2250	90223	55112
2251	90257	55068
2252	90302	55031
2253	90340	54990
2254	90389	54955
2255	90434	54917
2256	90472	54876
2257	90505	54832
2258	90547	54793
2259	90593	54757
2260	90631	54715
2261	90672	54675
2262	90720	54640
2263	90764	54602
2264	90822	54573
2265	90870	54538
2266	90922	54505
2267	90956	54461
2268	90999	54422
2269	91044	54385
2270	91076	54341
2271	91114	54299
2272	91141	54252
2273	91181	54211
2274	91214	54167
2275	91255	54128
2276	91297	54088
2277	91334	54047
2278	91371	54005
2279	91410	53964
2280	91441	53919
2281	91496	53887
2282	91533	53845
2283	91572	53804
2284	91612	53764
2285	91647	53721
2286	91683	53679
2287	91723	53638
2288	91764	53599
2289	91803	53558
2290	91843	53518
2291	91875	53473
2292	91917	53434
2293	91955	53393
2294	91993	53351
2295	92031	53310
2296	92074	53272
2297	92110	53230
2298	92158	53194
2299	92185	53147
2300	92218	53102
2301	92246	53055
2302	92280	53012
2303	92318	52970
2304	92355	52928
2305	92394	52888
2306	92429	52845
2307	92459	52799
2308	92490	52754
2309	92521	52709
2310	92550	52663
2311	92589	52622
2312	92627	52581
2313	92659	52536
2314	92700	52497
2315	92740	52456
2316	92783	52418
2317	92811	52371
2318	92857	52334
2319	92893	52292
2320	92937	52254
2321	92984	52218
2322	93015	52173
2323	93049	52130
2324	93087	52089
2325	93126	52048
2326	93173	52012
2327	93210	51970
2328	93260	51936
2329	93290	51890
2330	93346	51858
2331	93370	51810
2332	93403	51766
2333	93443	51726
2334	93476	51682
2335	93514	51641
2336	93551	51599
2337	93604	51566
2338	93640	51524
2339	93669	51478
2340	93714	51441
2341	93769	51408
2342	93821	51375
2343	93850	51329
2344	93887	51287
2345	93917	51242
2346	93938	51192
2347	93980	51152
2348	94017	51111
2349	94043	51063
2350	94078	51021
2351	94103	50972
2352	94144	50933
2353	94182	50892
2354	94230	50856
2355	94263	50812
2356	94300	50770
2357	94349	50736
2358	94393	50698
2359	94436	50659
2360	94472	50617
2361	94503	50572
2362	94542	50532
2363	94576	50488
2364	94604	50442
2365	94641	50400
2366	94677	50358
2367	94722	50321
2368	94766	50283
2369	94803	50241
2370	94835	50197
2371	94871	50155
2372	94913	50116
2373	94963	50082
2374	95007	50043
2375	95051	50006
2376	95089	49965
2377	95140	49930
2378	95181	49891
2379	95209	49845
2380	95236	49798
2381	95274	49757
2382	95314	49717
2383	95353	49676
2384	95392	49635
2385	95425	49592
2386	95458	49548
2387	95494	49506
2388	95526	49462
2389	95563	49421
2390	95596	49377
2391	95636	49337
2392	95679	49299
2393	95712	49255
2394	95750	49214
2395	95784	49171
2396	95830	49134
2397	95865	49091
2398	95902	49050
2399	95944	49011
2400	95971	48965
2401	96018	48928
2402	96062	48890
2403	96098	48848
2404	96133	48806
2405	96177	48768
2406	96216	48727
2407	96255	48687
2408	96288	48643
2409	96328	48603
2410	96368	48564
2411	96409	48524
2412	96452	48486
2413	96484	48442
2414	96524	48402
2415	96557	48358
2416	96583	48311
2417	96625	48272
2418	96655	48227
2419	96695	48187
2420	96735	48148
2421	96768	48104
2422	96798	48059
2423	96828	48014
2424	96856	47968
2425	96886	47924
2426	96922	47882
2427	96953	47838
2428	96992	47797
2429	97024	47753
2430	97064	47713
2431	97105	47674
2432	97131	47627
2433	97169	47586
2434	97219	47551
2435	97261	47512
2436	97297	47471
2437	97330	47427
2438	97370	47387
2439	97411	47348
2440	97450	47308
2441	97488	47266
2442	97524	47225
2443	97573	47189
2444	97612	47149
2445	97647	47107
2446	97692	47069
2447	97725	47026
2448	97765	46986
2449	97799	46943
2450	97845	46906
2451	97884	46866
2452	97917	46822
2453	97959	46784
2454	97997	46743
2455	98031	46700
2456	98063	46657
2457	98096	46613
2458	98132	46572
2459	98162	46527
2460	98198	46485
2461	98225	46439
2462	98265	46399
2463	98299	46357
2464	98345	46320
2465	98382	46278
2466	98425	46240
2467	98464	46200
2468	98507	46161
2469	98534	46115
2470	98565	46071
2471	98610	46033
2472	98647	45993
2473	98684	45951
2474	98718	45908
2475	98756	45868
2476	98790	45825
2477	98825	45783
2478	98853	45738
2479	98894	45698
2480	98927	45655
2481	98964	45614
2482	99002	45573
2483	99059	45542
2484	99106	45505
2485	99148	45466
2486	99186	45425
2487	99223	45384
2488	99253	45339
2489	99289	45298
2490	99329	45258
2491	99369	45218
2492	99404	45176
2493	99452	45140
2494	99478	45094
2495	99514	45052
2496	99551	45011
2497	99592	44972
2498	99629	44930
2499	99666	44889
2500	99703	44848
2501	99743	44808
2502	99788	44771
2503	99826	44730
2504	99862	44689
2505	99905	44650
2506	99934	44605
2507	99964	44561
2508	100006	44522
2509	100036	44478
2510	100072	44436
2511	100113	44397
2512	100160	44360
2513	100202	44322
2514	100237	44279
2515	100274	44238
2516	100322	44202
2517	100367	44164
2518	100404	44123
2519	100451	44087
2520	100481	44042
2521	100514	44000
2522	100549	43957
2523	100578	43913
2524	100630	43878
2525	100663	43836
2526	100705	43797
2527	100735	43752
2528	100765	43708
2529	100810	43671
2530	100840	43627
2531	100882	43588
2532	100920	43547
2533	100956	43505
2534	100993	43465
2535	101033	43425
2536	101062	43380
2537	101107	43343
2538	101137	43299
2539	101168	43255
2540	101208	43215
2541	101247	43175
2542	101273	43129
2543	101313	43090
2544	101344	43046
2545	101385	43007
2546	101429	42969
2547	101460	42925
2548	101504	42887
2549	101544	42847
2550	101574	42803
2551	101617	42765
2552	101661	42727
2553	101704	42688
2554	101745	42649
2555	101790	42611
2556	101820	42567
2557	101861	42528
2558	101894	42485
2559	101937	42447
2560	101968	42403
2561	102013	42366
2562	102045	42323
2563	102087	42284
2564	102120	42241
2565	102150	42197
2566	102186	42156
2567	102223	42115
2568	102266	42077
2569	102309	42038
2570	102347	41997
2571	102396	41961
2572	102450	41927
2573	102490	41888
2574	102546	41855
2575	102577	41811
2576	102624	41774
2577	102671	41737
2578	102704	41694
2579	102740	41653
2580	102777	41612
2581	102814	41571
2582	102854	41532
2583	102904	41496
2584	102949	41458
2585	102992	41420
2586	103020	41375
2587	103060	41335
2588	103102	41296
2589	103147	41258
2590	103211	41228
2591	103245	41186
2592	103283	41146
2593	103320	41105
2594	103357	41064
2595	103398	41024
2596	103428	40981
2597	103467	40940
2598	103511	40902
2599	103540	40858
2600	103570	40814
2601	103609	40774
2602	103646	40733
2603	103692	40696
2604	103737	40658
2605	103780	40620
2606	103809	40576
2607	103841	40533
2608	103873	40490
2609	103908	40448
2610	103946	40407
2611	103986	40368
2612	104018	40325
2613	104061	40286
2614	104101	40247
2615	104133	40204
2616	104171	40164
2617	104204	40121
2618	104239	40079
2619	104272	40037
2620	104308	39996
2621	104340	39953
2622	104373	39911
2623	104426	39876
2624	104459	39834
2625	104507	39797
2626	104550	39758
2627	104590	39718
2628	104618	39674
2629	104650	39632
2630	104697	39594
2631	104721	39549
2632	104757	39507
2633	104793	39466
2634	104833	39427
2635	104875	39388
2636	104906	39345
2637	104942	39303
2638	104985	39265
2639	105017	39222
2640	105060	39183
2641	105095	39142
2642	105131	39101
2643	105171	39061
2644	105203	39018
2645	105237	38976
2646	105270	38934
2647	105301	38891
2648	105334	38849
2649	105374	38809
2650	105408	38767
2651	105454	38730
2652	105491	38689
2653	105523	38646
2654	105554	38603
2655	105584	38560
2656	105628	38522
2657	105670	38483
2658	105705	38442
2659	105751	38404
2660	105806	38370
2661	105847	38330
2662	105882	38289
2663	105917	38247
2664	105960	38209
2665	105997	38168
2666	106029	38126
2667	106065	38084
2668	106106	38045
2669	106141	38004
2670	106169	37960
2671	106196	37915
2672	106223	37871
2673	106273	37835
2674	106307	37793
2675	106362	37759
2676	106399	37718
2677	106448	37682
2678	106480	37639
2679	106525	37601
2680	106563	37561
2681	106613	37525
2682	106652	37485
2683	106687	37444
2684	106728	37404
2685	106768	37364
2686	106816	37328
2687	106856	37288
2688	106887	37245
2689	106921	37203
2690	106957	37162
2691	106991	37121
2692	107027	37080
2693	107054	37036
2694	107088	36994
2695	107130	36955
2696	107171	36915
2697	107212	36876
2698	107256	36838
2699	107284	36794
2700	107326	36755
2701	107371	36717
2702	107415	36679
2703	107457	36640
2704	107499	36601
2705	107541	36562
2706	107580	36522
2707	107622	36483
2708	107655	36441
2709	107696	36402
2710	107730	36360
2711	107770	36320
2712	107819	36284
2713	107852	36242
2714	107900	36205
2715	107936	36164
2716	107971	36122
2717	108025	36087
2718	108059	36046
2719	108097	36005
2720	108130	35963
2721	108162	35921
2722	108206	35883
2723	108247	35843
2724	108282	35802
2725	108312	35759
2726	108345	35717
2727	108380	35676
2728	108419	35636
2729	108460	35597
2730	108498	35556
2731	108543	35519
2732	108582	35479
2733	108627	35441
2734	108662	35399
2735	108705	35361
2736	108746	35321
2737	108774	35278
2738	108826	35242
2739	108858	35200
2740	108890	35157
2741	108920	35115
2742	108965	35077
2743	109010	35038
2744	109042	34996
2745	109089	34959
2746	109127	34919
2747	109159	34876
2748	109197	34836
2749	109236	34796
2750	109281	34758
2751	109322	34719
2752	109370	34682
2753	109405	34641
2754	109438	34599
2755	109469	34556
2756	109501	34514
2757	109543	34475
2758	109579	34434
2759	109612	34393
2760	109661	34356
2761	109695	34314
2762	109741	34276
2763	109768	34233
2764	109795	34189
2765	109832	34148
2766	109872	34109
2767	109911	34069
2768	109938	34025
2769	109989	33989
2770	110028	33949
2771	110055	33906
2772	110100	33867
2773	110133	33826
2774	110175	33787
2775	110219	33748
2776	110259	33709
2777	110304	33670
2778	110342	33630
2779	110371	33587
2780	110408	33547
2781	110439	33505
2782	110474	33463
2783	110530	33429
2784	110563	33387
2785	110602	33347
2786	110643	33308
2787	110684	33268
2788	110722	33228
2789	110753	33186
2790	110791	33146
2791	110824	33104
2792	110871	33066
2793	110897	33023
2794	110940	32984
2795	110973	32942
2796	111001	32899
2797	111046	32861
2798	111082	32820
2799	111120	32780
2800	111154	32739
2801	111189	32698
2802	111226	32657
2803	111270	32619
2804	111308	32579
2805	111343	32538
2806	111385	32499
2807	111418	32457
2808	111466	32420
2809	111510	32381
2810	111547	32341
2811	111580	32299
2812	111618	32259
2813	111647	32216
2814	111687	32177
2815	111729	32137
2816	111762	32096
2817	111795	32055
2818	111826	32012
2819	111874	31975
2820	111902	31932
2821	111937	31891
2822	111974	31850
2823	112018	31812
2824	112056	31772
2825	112096	31732
2826	112133	31692
2827	112178	31654
2828	112209	31612
2829	112238	31569
2830	112266	31526
2831	112303	31486
2832	112335	31444
2833	112378	31405
2834	112412	31364
2835	112438	31321
2836	112465	31277
2837	112500	31236
2838	112545	31198
2839	112585	31159
2840	112625	31119
2841	112665	31080
2842	112699	31039
2843	112731	30997
2844	112772	30957
2845	112804	30916
2846	112843	30876
2847	112882	30836
2848	112924	30797
2849	112955	30755
2850	112989	30714
2851	113024	30673
2852	113067	30634
2853	113106	30595
2854	113158	30558
2855	113197	30519
2856	113246	30481
2857	113281	30440
2858	113313	30399
2859	113346	30357
2860	113383	30317
2861	113424	30278
2862	113460	30237
2863	113506	30199
2864	113540	30158
2865	113580	30119
2866	113622	30079
2867	113664	30041
2868	113708	30002
2869	113743	29961
2870	113783	29922
2871	113829	29884
2872	113869	29844
2873	113904	29803
2874	113933	29761
2875	113975	29722
2876	114006	29680
2877	114045	29640
2878	114082	29600
2879	114122	29560
2880	114165	29522
2881	114202	29481
2882	114240	29441
2883	114281	29402
2884	114313	29361
2885	114356	29322
2886	114398	29283
2887	114433	29242
2888	114471	29202
2889	114500	29160
2890	114548	29122
2891	114586	29082
2892	114623	29042
2893	114649	28999
2894	114685	28958
2895	114711	28915
2896	114752	28876
2897	114814	28842
2898	114847	28801
2899	114880	28759
2900	114921	28720
2901	114961	28680
2902	115001	28641
2903	115037	28600
2904	115076	28561
2905	115122	28523
2906	115153	28481
2907	115183	28439
2908	115216	28398
2909	115249	28356
2910	115300	28320
2911	115331	28278
2912	115366	28237
2913	115399	28196
2914	115428	28154
2915	115468	28114
2916	115499	28073
2917	115531	28031
2918	115562	27989
2919	115599	27949
2920	115638	27910
2921	115696	27874
2922	115729	27833
2923	115769	27794
2924	115796	27751
2925	115836	27712
2926	115874	27672
2927	115901	27629
2928	115939	27589
2929	115977	27549
2930	116020	27510
2931	116049	27468
2932	116080	27427
2933	116116	27386
2934	116154	27346
2935	116197	27308
2936	116228	27266
2937	116278	27229
2938	116323	27190
2939	116351	27148
2940	116379	27106
2941	116406	27063
2942	116440	27023
2943	116485	26984
2944	116524	26944
2945	116568	26906
2946	116606	26866
2947	116650	26827
2948	116689	26788
2949	116727	26748
2950	116763	26708
2951	116800	26667
2952	116835	26627
2953	116865	26585
2954	116908	26546
2955	116937	26504
2956	116970	26463
2957	117015	26425
2958	117056	26386
2959	117106	26349
2960	117140	26308
2961	117185	26269
2962	117225	26230
2963	117268	26191
2964	117296	26149
2965	117328	26108
2966	117365	26068
2967	117396	26026
2968	117438	25987
2969	117478	25948
2970	117516	25908
2971	117550	25867
2972	117586	25827
2973	117624	25787
2974	117670	25749
2975	117707	25708
2976	117751	25670
2977	117785	25629
2978	117826	25590
2979	117863	25550
2980	117897	25509
2981	117926	25467
2982	117957	25426
2983	117996	25386
2984	118033	25346
2985	118078	25308
2986	118112	25267
2987	118146	25226
2988	118182	25186
2989	118220	25146
2990	118259	25106
2991	118296	25066
2992	118337	25027
2993	118391	24991
2994	118430	24951
2995	118483	24914
2996	118519	24874
2997	118557	24834
2998	118602	24796
2999	118644	24757
3000	118677	24716
3001	118713	24676
3002	118746	24635
3003	118780	24594
3004	118816	24554
3005	118849	24513
3006	118880	24471
3007	118915	24431
3008	118940	24388
3009	118980	24349
3010	119007	24307
3011	119047	24268
3012	119088	24228
3013	119132	24190
3014	119158	24147
3015	119192	24107
3016	119228	24066
3017	119270	24028
3018	119301	23986
3019	119337	23946
3020	119377	23907
3021	119411	23866
3022	119442	23825
3023	119485	23786
3024	119526	23747
3025	119549	23704
3026	119569	23661
3027	119600	23619
3028	119628	23578
3029	119676	23540
3030	119698	23497
3031	119722	23454
3032	119754	23413
3033	119776	23370
3034	119810	23330
3035	119842	23289
3036	119868	23247
3037	119892	23205
3038	119924	23164
3039	119954	23122
3040	119976	23079
3041	120005	23038
3042	120039	22997
3043	120063	22955
3044	120083	22912
3045	120108	22870
3046	120137	22828
3047	120166	22787
3048	120198	22746
3049	120221	22704
3050	120251	22662
3051	120284	22622
3052	120316	22581
3053	120349	22540
3054	120380	22499
3055	120410	22458
3056	120434	22416
3057	120470	22376
3058	120495	22334
3059	120519	22292
3060	120547	22250
3061	120584	22210
3062	120610	22169
3063	120638	22127
3064	120665	22085
3065	120689	22043
3066	120714	22001
3067	120738	21959
3068	120767	21918
3069	120798	21877
3070	120821	21835
3071	120851	21794
3072	120877	21752
3073	120912	21712
3074	120950	21672
3075	120980	21631
3076	121016	21591
3077	121045	21550
3078	121072	21509
3079	121100	21467
3080	121125	21425
3081	121149	21383
3082	121172	21341
3083	121199	21300
3084	121225	21258
3085	121255	21217
3086	121278	21175
3087	121304	21134
3088	121339	21094
3089	121368	21052
3090	121397	21011
3091	121430	20971
3092	121449	20928
3093	121473	20886
3094	121505	20846
3095	121532	20804
3096	121562	20764
3097	121600	20724
3098	121636	20684
3099	121666	20644
3100	121696	20603
3101	121731	20563
3102	121770	20523
3103	121803	20483
3104	121835	20443
3105	121866	20402
3106	121896	20361
3107	121926	20321
3108	121946	20278
3109	121978	20238
3110	122004	20196
3111	122029	20155
3112	122061	20114
3113	122091	20074
3114	122111	20031
3115	122143	19991
3116	122169	19950
3117	122203	19909
3118	122228	19868
3119	122252	19826
3120	122280	19785
3121	122306	19744
3122	122326	19702
3123	122352	19660
3124	122378	19619
3125	122400	19577
3126	122423	19536
3127	122459	19496
3128	122483	19454
3129	122510	19413
3130	122541	19373
3131	122567	19332
3132	122598	19291
3133	122632	19251
3134	122660	19210
3135	122691	19170
3136	122716	19129
3137	122746	19088
3138	122771	19047
3139	122794	19005
3140	122821	18964
3141	122852	18924
3142	122878	18883
3143	122901	18841
3144	122927	18800
3145	122949	18759
3146	122976	18718
3147	123009	18678
3148	123030	18636
3149	123059	18595
3150	123080	18553
3151	123109	18513
3152	123136	18472
3153	123161	18431
3154	123190	18390
3155	123219	18350
3156	123250	18309
3157	123282	18269
3158	123317	18230
3159	123348	18190
3160	123379	18149
3161	123416	18110
3162	123449	18070
3163	123481	18030
3164	123516	17990
3165	123548	17950
3166	123576	17910
3167	123599	17868
3168	123621	17827
3169	123649	17786
3170	123683	17747
3171	123716	17707
3172	123747	17667
3173	123781	17627
3174	123806	17586
3175	123828	17544
3176	123862	17505
3177	123899	17465
3178	123926	17425
3179	123954	17384
3180	123986	17344
3181	124012	17304
3182	124038	17263
3183	124074	17223
3184	124099	17183
3185	124124	17142
3186	124157	17102
3187	124188	17062
3188	124219	17022
3189	124251	16982
3190	124273	16941
3191	124312	16902
3192	124339	16861
3193	124368	16821
3194	124389	16779
3195	124419	16739
3196	124455	16700
3197	124487	16660
3198	124511	16619
3199	124546	16580
3200	124576	16540
3201	124611	16500
3202	124634	16459
3203	124654	16418
3204	124685	16378
3205	124704	16336
3206	124736	16297
3207	124763	16256
3208	124791	16216
3209	124827	16176
3210	124856	16136
3211	124884	16096
3212	124907	16055
3213	124941	16016
