iter	RMSE
641	2.81972716
642	2.815983694
643	2.810784389
644	2.807988801
645	2.804548793
646	2.800987992
647	2.79811914
648	2.795117414
649	2.792960914
650	2.788703546
651	2.785438066
652	2.781900382
653	2.77834319
654	2.774505714
655	2.771196645
656	2.767862343
657	2.762273578
658	2.760045519
659	2.757717873
660	2.751796511
661	2.749089332
662	2.747597274
663	2.744680925
664	2.741537575
665	2.736582113
666	2.733450681
667	2.731382729
668	2.727064499
669	2.722526634
670	2.719655981
671	2.716850823
672	2.713410872
673	2.710849675
674	2.708264837
675	2.70589457
676	2.702815821
677	2.697544816
678	2.695211191
679	2.692932854
680	2.690041232
681	2.686149168
682	2.683185094
683	2.681280932
684	2.67694956
685	2.674696112
686	2.671160836
687	2.668320283
688	2.666015151
689	2.662827751
690	2.660684206
691	2.657174499
692	2.653919359
693	2.650885724
694	2.649406112
695	2.646132103
696	2.643079397
697	2.6384413
698	2.635085312
699	2.631488677
700	2.628869833
701	2.625779176
702	2.623776711
703	2.621731375
704	2.619597836
705	2.617484247
706	2.6133225
707	2.610263627
708	2.606064008
709	2.602590991
710	2.600489071
711	2.59667403
712	2.594191458
713	2.589688218
714	2.586053634
715	2.58241587
716	2.578580024
717	2.572848372
718	2.570202746
719	2.568722971
720	2.565007376
721	2.562033157
722	2.558575842
723	2.555055194
724	2.552728697
725	2.548584954
726	2.546507251
727	2.542438047
728	2.539484273
729	2.535759029
730	2.533175746
731	2.529546364
732	2.526187241
733	2.522720544
734	2.520700581
735	2.516684489
736	2.513667789
737	2.510378466
738	2.507073747
739	2.505022586
740	2.50128762
741	2.496809114
742	2.493873076
743	2.490390084
744	2.487846551
745	2.485435814
746	2.48301956
747	2.478434638
748	2.475430906
749	2.472732764
750	2.469697789
751	2.468401883
752	2.464402408
753	2.460383514
754	2.45709552
755	2.454241279
756	2.450907006
757	2.447880344
758	2.443685822
759	2.441946872
760	2.438592755
761	2.435994109
762	2.432866784
763	2.429952852
764	2.42824849
765	2.426529503
766	2.423048057
767	2.42013676
768	2.41741137
769	2.414746428
770	2.411857417
771	2.410289715
772	2.40680141
773	2.403818878
774	2.401004911
775	2.397523253
776	2.393481389
777	2.389906492
778	2.384944858
779	2.382254838
780	2.378085763
781	2.37520523
782	2.37263791
783	2.370385798
784	2.369381403
785	2.366207484
786	2.363587002
787	2.36103712
788	2.357556185
789	2.355458883
790	2.353316659
791	2.350289382
792	2.347638051
793	2.344606542
794	2.341029181
795	2.338785102
796	2.335918673
797	2.332569575
798	2.33011426
799	2.327597037
800	2.324124948
801	2.320898184
802	2.317245162
803	2.31434243
804	2.312650796
805	2.310719273
806	2.308450951
807	2.305382169
808	2.302426134
809	2.299597203
810	2.297622056
811	2.295169229
812	2.292804783
813	2.290275402
814	2.286309034
815	2.282649871
816	2.279735007
817	2.277273876
818	2.274251397
819	2.270162079
820	2.267358951
821	2.265684244
822	2.261342458
823	2.258913336
824	2.254255559
825	2.252107696
826	2.249837154
827	2.245248479
828	2.242512896
829	2.239494783
830	2.237053501
831	2.234966846
832	2.231675471
833	2.22860845
834	2.224718109
835	2.222552521
836	2.220401925
837	2.217925632
838	2.215811257
839	2.211874745
840	2.210744449
841	2.208780864
842	2.205883504
843	2.201784173
844	2.199398123
845	2.195120793
846	2.19289517
847	2.190696866
848	2.186945822
849	2.184402168
850	2.181667703
851	2.180127737
852	2.176393731
853	2.173066762
854	2.169866704
855	2.165834286
856	2.163445089
857	2.160916096
858	2.158187901
859	2.154731663
860	2.152638126
861	2.148466307
862	2.14592682
863	2.144170432
864	2.142170786
865	2.139598899
866	2.137834714
867	2.136307151
868	2.134138911
869	2.130877618
870	2.128224494
871	2.125728913
872	2.123232564
873	2.121339026
874	2.11887896
875	2.114028127
876	2.110790351
877	2.107893777
878	2.104720937
879	2.102761029
880	2.100057111
881	2.096378519
882	2.094327689
883	2.090652628
884	2.087743836
885	2.085146794
886	2.080462105
887	2.078141012
888	2.076231455
889	2.073096022
890	2.069862183
891	2.067047227
892	2.063735748
893	2.061575097
894	2.058499333
895	2.054013042
896	2.052133942
897	2.049924514
898	2.047665102
899	2.046535902
900	2.043676349
901	2.041336488
902	2.038485416
903	2.03646077
904	2.03430168
905	2.03258933
906	2.030731764
907	2.027027069
908	2.024672933
909	2.021718171
910	2.01765607
911	2.016041649
912	2.012263253
913	2.008812221
914	2.006699837
915	2.004080958
916	2.002080528
917	1.999102093
918	1.995995809
919	1.992740679
920	1.989207431
921	1.986869979
922	1.985432357
923	1.981832579
924	1.978535463
925	1.973777621
926	1.972020474
927	1.969584162
928	1.967628458
929	1.965403306
930	1.963044006
931	1.96150272
932	1.958760947
933	1.954708388
934	1.9516761
935	1.949157602
936	1.94760953
937	1.945111067
938	1.943011906
939	1.940524685
940	1.937206501
941	1.93542139
942	1.932549316
943	1.93024358
944	1.927015858
945	1.924386892
946	1.921946734
947	1.91961415
948	1.917068795
949	1.914890525
950	1.913069678
951	1.910903353
952	1.90867489
953	1.906496566
954	1.903713132
955	1.900088337
956	1.897974396
957	1.89452516
958	1.891646283
959	1.888848421
960	1.885455607
961	1.882971686
962	1.879857509
963	1.876905521
964	1.875081486
965	1.872740493
966	1.870967326
967	1.868328497
968	1.865527359
969	1.863030555
970	1.861088764
971	1.859190598
972	1.856982502
973	1.854756358
974	1.852380625
975	1.849863359
976	1.8467174
977	1.843911542
978	1.841746107
979	1.839217871
980	1.837018894
981	1.833111645
982	1.830189525
983	1.827758815
984	1.82609029
985	1.823285527
986	1.821079418
987	1.817955081
988	1.816294581
989	1.813492071
990	1.809923292
991	1.807869494
992	1.805311882
993	1.802604158
994	1.801335114
995	1.798224951
996	1.794446405
997	1.791482889
998	1.789938714
999	1.788435199
1000	1.78550609
1001	1.783006721
1002	1.780919431
1003	1.778515043
1004	1.775747303
1005	1.773773802
1006	1.77187542
1007	1.769179796
1008	1.766554594
1009	1.764815738
1010	1.761833201
1011	1.758807215
1012	1.757023481
1013	1.754827421
1014	1.752378296
1015	1.749774275
1016	1.747906344
1017	1.745006664
1018	1.742641185
1019	1.740203007
1020	1.738275287
1021	1.736016803
1022	1.733204751
1023	1.731255624
1024	1.729148389
1025	1.72677264
1026	1.725111869
1027	1.722805804
1028	1.72070257
1029	1.718303573
1030	1.715949886
1031	1.713799282
1032	1.710166586
1033	1.707492857
1034	1.705509755
1035	1.702417626
1036	1.700790177
1037	1.698513997
1038	1.695781549
1039	1.693414086
1040	1.690640757
1041	1.688287394
1042	1.686234343
1043	1.682309706
1044	1.680759434
1045	1.678282546
1046	1.675845203
1047	1.673890164
1048	1.670703204
1049	1.668182273
1050	1.66631616
1051	1.664639383
1052	1.662645916
1053	1.660482757
1054	1.658543213
1055	1.65520879
1056	1.652600146
1057	1.649776732
1058	1.647232021
1059	1.644878147
1060	1.643626119
1061	1.640050779
1062	1.637821153
1063	1.636205269
1064	1.633658633
1065	1.631608232
1066	1.629460379
1067	1.627378716
1068	1.624868332
1069	1.623630496
1070	1.621312507
1071	1.619107982
1072	1.616380928
1073	1.613767929
1074	1.611823697
1075	1.608646537
1076	1.606534844
1077	1.604454192
1078	1.602672299
1079	1.599616506
1080	1.596309235
1081	1.594043122
1082	1.59248116
1083	1.590050483
1084	1.587522001
1085	1.584830177
1086	1.58262582
1087	1.580895023
1088	1.578173353
1089	1.576570625
1090	1.574587264
1091	1.573309523
1092	1.571255187
1093	1.568234552
1094	1.566117095
1095	1.563297729
1096	1.560972218
1097	1.559350962
1098	1.557183442
1099	1.55507828
1100	1.55299748
1101	1.551382334
1102	1.549235163
1103	1.547684723
1104	1.544877317
1105	1.543668167
1106	1.541844154
1107	1.540050638
1108	1.538204325
1109	1.53531385
1110	1.533015494
1111	1.530827554
1112	1.529360679
1113	1.527654372
1114	1.525841912
1115	1.523971214
1116	1.52103719
1117	1.519295386
1118	1.516789054
1119	1.514569498
1120	1.511863634
1121	1.509331941
1122	1.50709489
1123	1.504928291
1124	1.500873231
1125	1.499438909
1126	1.498212787
1127	1.496225878
1128	1.494619917
1129	1.492457656
1130	1.490168841
1131	1.488476042
1132	1.486732907
1133	1.484076133
1134	1.482379644
1135	1.480774275
1136	1.479240055
1137	1.477456621
1138	1.475149425
1139	1.473200094
1140	1.471842656
1141	1.469836585
1142	1.468285722
1143	1.466735005
1144	1.464576506
1145	1.463368027
1146	1.461535719
1147	1.459121781
1148	1.457216203
1149	1.454583999
1150	1.452806375
1151	1.450263653
1152	1.448038091
1153	1.446226592
1154	1.443677191
1155	1.441875547
1156	1.439594699
1157	1.436644873
1158	1.435121009
1159	1.432936236
1160	1.430803496
1161	1.428172906
1162	1.425649761
1163	1.424539526
1164	1.422294393
1165	1.420078004
1166	1.417972415
1167	1.416576421
1168	1.414052384
1169	1.411129366
1170	1.409350263
1171	1.406977702
1172	1.405679601
1173	1.404208631
1174	1.40163679
1175	1.400178535
1176	1.397905678
1177	1.396245327
1178	1.394427358
1179	1.392489171
1180	1.390831597
1181	1.387763594
1182	1.386120747
1183	1.384206987
1184	1.38152877
1185	1.378642081
1186	1.37729616
1187	1.375572162
1188	1.372358925
1189	1.369943322
1190	1.366851764
1191	1.364241956
1192	1.362468278
1193	1.360281222
1194	1.358189872
1195	1.355199888
1196	1.352881174
1197	1.350979269
1198	1.349681416
1199	1.347972309
1200	1.345599426
1201	1.343522327
1202	1.341103265
1203	1.338128696
1204	1.336144634
1205	1.334224737
1206	1.332227455
1207	1.329539173
1208	1.327359662
1209	1.325493229
1210	1.32361842
1211	1.322141844
1212	1.320224135
1213	1.318638859
1214	1.316916369
1215	1.31410078
1216	1.312691424
1217	1.310437389
1218	1.308411211
1219	1.305580644
1220	1.303291367
1221	1.301495396
1222	1.299264667
1223	1.296901141
1224	1.294293333
1225	1.292903238
1226	1.291014039
1227	1.289083773
1228	1.286981294
1229	1.28589487
1230	1.284010223
1231	1.282248195
1232	1.279654074
1233	1.277958117
1234	1.276259935
1235	1.273917772
1236	1.27237307
1237	1.270029253
1238	1.268218519
1239	1.266373221
1240	1.264697855
1241	1.262406151
1242	1.260574135
1243	1.258827697
1244	1.257105799
1245	1.254965333
1246	1.253274601
1247	1.251880025
1248	1.249803698
1249	1.248002722
1250	1.246615803
1251	1.243810846
1252	1.240972971
1253	1.239268564
1254	1.236763946
1255	1.234963875
1256	1.233128098
1257	1.231917345
1258	1.229979395
1259	1.227817978
1260	1.226009206
1261	1.224233582
1262	1.222167058
1263	1.219900321
1264	1.217981879
1265	1.21587965
1266	1.213860522
1267	1.212071516
1268	1.209520248
1269	1.207459507
1270	1.205142974
1271	1.203675157
1272	1.201008979
1273	1.198464449
1274	1.19735647
1275	1.195961267
1276	1.19351261
1277	1.1912899
1278	1.189065202
1279	1.188023733
1280	1.186564565
1281	1.184715314
1282	1.182593343
1283	1.180243643
1284	1.17784345
1285	1.175695226
1286	1.173478297
1287	1.171579451
1288	1.169558544
1289	1.167227625
1290	1.165342619
1291	1.164136143
1292	1.162642945
1293	1.16074891
1294	1.15914644
1295	1.1570458
1296	1.155542993
1297	1.153302149
1298	1.150888238
1299	1.149482834
1300	1.147783175
1301	1.145124228
1302	1.142789779
1303	1.14008221
1304	1.138621651
1305	1.137243629
1306	1.13487032
1307	1.132748011
1308	1.131219495
1309	1.129156801
1310	1.127336287
1311	1.124772102
1312	1.122796155
1313	1.120775344
1314	1.119158169
1315	1.11765881
1316	1.116281448
1317	1.114467899
1318	1.111884057
1319	1.109572483
1320	1.108161015
1321	1.105949201
1322	1.104600541
1323	1.103374694
1324	1.101356616
1325	1.099069985
1326	1.097108366
1327	1.095819145
1328	1.094550971
1329	1.092644223
1330	1.091119395
1331	1.089721677
1332	1.088074278
1333	1.086073899
1334	1.084690539
1335	1.083202094
1336	1.081716501
1337	1.079451319
1338	1.077756078
1339	1.076740233
1340	1.075280054
1341	1.07337713
1342	1.071329007
1343	1.069427081
1344	1.067169277
1345	1.065135868
1346	1.064190745
1347	1.062410206
1348	1.060627214
1349	1.058569375
1350	1.056428278
1351	1.054472548
1352	1.052601652
1353	1.051220767
1354	1.049022901
1355	1.046457175
1356	1.044572322
1357	1.043227451
1358	1.042138307
1359	1.040393718
1360	1.038962758
1361	1.036995825
1362	1.035375951
1363	1.033726287
1364	1.032289497
1365	1.030315447
1366	1.028626555
1367	1.027350991
1368	1.02578223
1369	1.024077921
1370	1.022429194
1371	1.020869158
1372	1.018796022
1373	1.017609593
1374	1.015789094
1375	1.013713883
1376	1.01197956
1377	1.009684227
1378	1.008437568
1379	1.007241297
1380	1.005514666
1381	1.004241336
1382	1.002175914
1383	1.000162436
1384	0.9985748279
1385	0.9976218598
1386	0.9957754179
1387	0.9943237072
1388	0.9926593378
1389	0.9911362731
1390	0.9899565593
1391	0.9875964314
1392	0.9857366347
1393	0.9836887953
1394	0.9822062166
1395	0.9809628254
1396	0.9794812783
1397	0.9776375604
1398	0.9757955294
1399	0.9740795352
1400	0.972843012
1401	0.970772267
1402	0.968717148
1403	0.9671353791
1404	0.9662752679
1405	0.964943336
1406	0.9630229586
1407	0.9619883848
1408	0.9606299507
1409	0.9594293873
1410	0.9581198966
1411	0.9566131346
1412	0.9553021121
1413	0.9536683275
1414	0.9516721223
1415	0.9498324356
1416	0.9484037398
1417	0.9465732059
1418	0.9447284352
1419	0.9423424679
1420	0.9406039686
1421	0.939207403
1422	0.9375964723
1423	0.9358760343
1424	0.9345711471
1425	0.9335492739
1426	0.9324995637
1427	0.9311676029
1428	0.9295637608
1429	0.9280631982
1430	0.9266739136
1431	0.9255636912
1432	0.9243121016
1433	0.9228017199
1434	0.9213318795
1435	0.9196212154
1436	0.9184410793
1437	0.9165536158
1438	0.9147926337
1439	0.9134244582
1440	0.9124741804
1441	0.9109234983
1442	0.9089322892
1443	0.9074686176
1444	0.9055850051
1445	0.9039318414
1446	0.9027739802
1447	0.9012691487
1448	0.9001518345
1449	0.8992026934
1450	0.8977732242
1451	0.89642555
1452	0.895216821
1453	0.8939381704
1454	0.89286969
1455	0.8916811517
1456	0.8898395918
1457	0.8876249935
1458	0.8861577279
1459	0.8845320108
1460	0.8835571551
1461	0.8815900929
1462	0.8800720758
1463	0.8786792456
1464	0.8776254638
1465	0.8756750823
1466	0.8743688356
1467	0.8729502102
1468	0.871129618
1469	0.8700033281
1470	0.8681930501
1471	0.8667596659
1472	0.8652162966
1473	0.8637511637
1474	0.8622985793
1475	0.8604812361
1476	0.8595781494
1477	0.8584482011
1478	0.8570138241
1479	0.8556079709
1480	0.8540394816
1481	0.8522866385
1482	0.8505381151
1483	0.8496314724
1484	0.8483024856
1485	0.8467606624
1486	0.8456492545
1487	0.8442916439
1488	0.8425448526
1489	0.8416103692
1490	0.8400867727
1491	0.8385408919
1492	0.8372627696
1493	0.8360193908
1494	0.8346891784
1495	0.832406828
1496	0.8309991894
1497	0.8296559043
1498	0.8281022879
1499	0.8271652426
1500	0.8257692783
1501	0.8242600154
1502	0.8221774065
1503	0.8208917464
1504	0.8190328437
1505	0.8176481962
1506	0.8165138271
1507	0.8154046822
1508	0.814210993
1509	0.8125016911
1510	0.8117084025
1511	0.8099406418
1512	0.8084544576
1513	0.8072167237
1514	0.8061409941
1515	0.8051941588
1516	0.8040439573
1517	0.802965374
1518	0.8010044076
1519	0.7993066088
1520	0.7976368393
1521	0.796002497
1522	0.794944215
1523	0.7932937536
1524	0.7919809116
1525	0.7905444688
1526	0.7891087044
1527	0.7881919282
1528	0.7869737542
1529	0.7855612685
1530	0.7841527916
1531	0.7832427735
1532	0.7818625891
1533	0.7809452505
1534	0.7797064082
1535	0.7785779949
1536	0.7774796179
1537	0.7761947517
1538	0.7746971584
1539	0.7735284896
1540	0.7723221709
1541	0.7710937971
1542	0.7697120975
1543	0.768700193
1544	0.7672918176
1545	0.7660470451
1546	0.7650498522
1547	0.7639965265
1548	0.7631199491
1549	0.7615247285
1550	0.7605642733
1551	0.7592662146
1552	0.7581816676
1553	0.7569033262
1554	0.7557903263
1555	0.7547921612
1556	0.7539561845
1557	0.7527512534
1558	0.751897972
1559	0.7503027288
1560	0.7494763721
1561	0.748498645
1562	0.747491235
1563	0.7463696664
1564	0.7451548859
1565	0.744191226
1566	0.742762804
1567	0.7414588262
1568	0.7403601967
1569	0.7393296181
1570	0.7382527074
1571	0.737069335
1572	0.7361931876
1573	0.7354054409
1574	0.7342988039
1575	0.7332280147
1576	0.7319204231
1577	0.7309632542
1578	0.7294586498
1579	0.7283862617
1580	0.7273015332
1581	0.7260292766
1582	0.7251765452
1583	0.7239916192
1584	0.7229829135
1585	0.7216135189
1586	0.7207967668
1587	0.719629386
1588	0.7186520498
1589	0.7172929517
1590	0.7165467704
1591	0.7156237284
1592	0.7145883057
1593	0.7134027022
1594	0.712376759
1595	0.7112247199
1596	0.7104643546
1597	0.7092981021
1598	0.7085403718
1599	0.7075879568
1600	0.7065608126
1601	0.705099644
1602	0.704162116
1603	0.70315471
1604	0.7019935783
1605	0.7008419479
1606	0.7001857653
1607	0.6989822356
1608	0.6978783251
1609	0.6969089613
1610	0.6959026397
1611	0.6949203635
1612	0.693769279
1613	0.6929741662
1614	0.6919525972
1615	0.691111212
1616	0.689979737
1617	0.6890016364
1618	0.6880082615
1619	0.6868958906
1620	0.6857681231
1621	0.684795439
1622	0.6839058977
1623	0.6828025296
1624	0.6818470444
1625	0.681061214
1626	0.6802796876
1627	0.6794198385
1628	0.6783486216
1629	0.6771456094
1630	0.6762952937
1631	0.6754282593
1632	0.6744520132
1633	0.6734467508
1634	0.6723121095
1635	0.6711813157
1636	0.6700652673
1637	0.6693180794
1638	0.6682066703
